"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",6,113.671,9.895
3,60,10,"bid",13,103.201,3.629
4,60,10,"bid",15,121.716,23.957
5,60,10,"bid",12,124.587,22.781
6,60,10,"bid",15,118.661,24.107
7,60,10,"bid",15,125.101,17.549
8,60,10,"bid",12,107.888,4.436
9,60,10,"bid",17,130.17,21.709
10,60,10,"bid",7,128.635,17.212
11,60,10,"bid",10,120.925,15.898
12,60,10,"bid",12,113.662,10.201
13,60,10,"bid",15,129.835,27.413
14,60,10,"bid",19,113.22,11.133
15,60,10,"bid",17,121.231,17.656
16,60,10,"bid",20,107.188,4.661
17,60,10,"bid",16,112.669,11.889
18,60,10,"bid",14,132.253,30.043
19,60,10,"bid",13,113.518,3.73
20,60,10,"bid",15,114.483,12.474
21,60,10,"bid",6,135.9,28.053
22,60,10,"bid",15,118.249,16.331
23,60,10,"bid",13,106.835,9.691
24,60,10,"bid",6,115.969,10.895
25,60,10,"bid",13,116.504,17.294
26,60,10,"bid",8,104.783,2.204
27,60,10,"bid",9,120.334,13.959
28,60,10,"bid",11,109.076,3.419
29,60,10,"bid",6,117.494,10.083
30,60,10,"bid",10,118.152,7.542
31,60,10,"bid",11,114.084,11.904
32,60,10,"bid",6,121.329,15.197
33,60,10,"bid",8,111.153,7.798
34,60,10,"bid",18,113.737,7.672
35,60,10,"bid",14,114.895,13.164
36,60,10,"bid",17,110.716,8.38
37,60,10,"bid",8,117.229,14.669
38,60,10,"bid",6,116.093,7.721
39,60,10,"bid",17,123.84,18.889
40,60,10,"bid",8,126.582,14.659
41,60,10,"bid",15,112.947,13.376
42,60,10,"bid",14,108.756,3.965
43,60,10,"bid",13,117.435,12.835
44,60,10,"bid",6,106.612,2.325
45,60,10,"bid",7,106.723,3.508
46,60,10,"bid",6,123.806,7.008
47,60,10,"bid",9,114.753,6.784
48,60,10,"bid",12,116.944,13.293
49,60,10,"bid",12,105.215,5.837
50,60,10,"bid",7,113.756,11.942
51,60,10,"bid",11,117.837,19.442
52,60,10,"bid",6,133.05,29.888
53,60,10,"bid",9,117.089,14.395
54,60,10,"bid",8,112.025,11.294
55,60,10,"bid",15,113.893,11.54
56,60,10,"bid",11,115.134,6.378
57,60,10,"bid",8,110.522,11.017
58,60,10,"bid",9,104.176,3.235
59,60,10,"bid",13,103.936,2.332
60,60,10,"bid",10,117.489,12.307
61,60,10,"bid",6,112.809,10.057
62,60,10,"bid",15,106.809,6.154
63,60,10,"bid",16,121.082,17.578
64,60,10,"bid",18,115.287,10.282
65,60,10,"bid",15,112.569,12.441
66,60,10,"bid",17,111.837,14.366
67,60,10,"bid",14,120.01,12.82
68,60,10,"bid",14,110.399,11.076
69,60,10,"bid",7,106.168,3.514
70,60,10,"bid",21,111.364,8.67
71,60,10,"bid",24,122.472,17.588
72,60,10,"bid",22,113.479,8.335
73,60,10,"bid",12,117.284,14.217
74,60,10,"bid",13,110.953,18.841
75,60,10,"bid",12,104.956,6.053
76,60,10,"bid",15,113.646,10.862
77,60,10,"bid",8,114.11,8.381
78,60,10,"bid",11,116.386,7.557
79,60,10,"bid",13,111.033,8.851
80,60,10,"bid",18,119.473,13.825
81,60,10,"bid",14,120.108,13.801
82,60,10,"bid",13,125.619,26.819
83,60,10,"bid",13,122.154,11.976
84,60,10,"bid",9,103.867,3.849
