"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",3,109.486,9.393
3,60,10,"bid",7,102.632,4.804
4,60,10,"bid",6,110.446,7.038
5,60,10,"bid",10,127.799,10.165
6,60,10,"bid",3,148.217,0
7,60,10,"bid",15,121.56,23.958
8,60,10,"bid",9,104.027,0.275
9,60,10,"bid",11,111.5,11.211
10,60,10,"bid",4,103.081,0.588
11,60,10,"bid",10,107.41,7.005
12,60,10,"bid",13,114.4,9.171
13,60,10,"bid",14,122.505,16.025
14,60,10,"bid",11,115.321,12.405
15,60,10,"bid",16,120.312,18.637
16,60,10,"bid",14,106.748,6.145
17,60,10,"bid",16,113.169,12.81
18,60,10,"bid",6,116.032,11.471
19,60,10,"bid",14,109.928,9.418
20,60,10,"bid",12,123.824,15.219
21,60,10,"bid",12,111.227,9.202
22,60,10,"bid",6,112.341,6.803
23,60,10,"bid",12,121.355,15.521
24,60,10,"bid",7,111.66,4.804
25,60,10,"bid",8,109.212,6.824
26,60,10,"bid",3,119.155,7.798
27,60,10,"bid",14,115.472,16.204
28,60,10,"bid",6,122.619,11.261
29,60,10,"bid",8,104.925,1.696
30,60,10,"bid",3,103.455,4.573
31,60,10,"bid",6,110.176,9.985
32,60,10,"bid",9,118.394,9.956
33,60,10,"bid",5,130.715,22.873
34,60,10,"bid",12,131.439,14.501
35,60,10,"bid",6,125.006,14.048
36,60,10,"bid",5,101.844,2.455
37,60,10,"bid",2,103.228,2.01
38,60,10,"bid",9,113.042,9.003
39,60,10,"bid",6,129.718,8.115
40,60,10,"bid",14,107.541,6.114
41,60,10,"bid",12,104.232,2.363
42,60,10,"bid",11,115.822,10.447
43,60,10,"bid",9,117.769,7.914
44,60,10,"bid",12,105.108,4.796
45,60,10,"bid",9,108.667,7.677
46,60,10,"bid",15,113.706,7.163
47,60,10,"bid",11,112.389,9.872
48,60,10,"bid",7,113.192,8.556
49,60,10,"bid",12,109.483,12.617
50,60,10,"bid",8,107.01,6.213
51,60,10,"bid",5,112.932,10.31
52,60,10,"bid",4,119.99,3.04
53,60,10,"bid",6,115.672,16.706
54,60,10,"bid",4,108.262,4.416
55,60,10,"bid",12,116.623,9.257
56,60,10,"bid",11,115.428,13.288
57,60,10,"bid",14,111.928,5.597
58,60,10,"bid",9,106.974,2.967
59,60,10,"bid",10,111.602,4.568
60,60,10,"bid",9,102.963,3.167
61,60,10,"bid",6,107.785,8.282
62,60,10,"bid",7,104.487,3.207
63,60,10,"bid",6,107.397,6.446
64,60,10,"bid",6,103.365,1.581
65,60,10,"bid",3,102.544,0
66,60,10,"bid",9,107.415,7.294
67,60,10,"bid",6,131.979,22.782
68,60,10,"bid",14,129.499,15.194
69,60,10,"bid",6,120.592,12.668
70,60,10,"bid",9,115.037,10.939
71,60,10,"bid",13,109.65,4.946
72,60,10,"bid",7,105.276,2.51
73,60,10,"bid",14,103.612,3.941
74,60,10,"bid",13,113.418,14.294
75,60,10,"bid",9,109.394,5.605
76,60,10,"bid",8,114.537,12.96
77,60,10,"bid",7,106.041,3.74
78,60,10,"bid",12,107.203,3.206
79,60,10,"bid",6,111.832,7.128
80,60,10,"bid",9,115.839,11.102
81,60,10,"bid",11,111.443,6.857
82,60,10,"bid",17,106.877,7.137
83,60,10,"bid",6,103.832,2.59
84,60,10,"bid",14,115.756,24.413
85,60,10,"bid",9,119.684,6.584
86,60,10,"bid",6,119.383,18.357
87,60,10,"bid",10,102.646,0.788
88,60,10,"bid",9,107.556,7.216
89,60,10,"bid",17,106.577,1.539
90,60,10,"bid",11,107.68,6.404
91,60,10,"bid",12,109.506,7.58
92,60,10,"bid",12,123.327,9.784
93,60,10,"bid",12,120.19,15.1
94,60,10,"bid",12,110.574,9.229
95,60,10,"bid",10,125.972,15.398
96,60,10,"bid",15,112.274,6.792
97,60,10,"bid",20,113.728,11.271
98,60,10,"bid",11,107.849,9.691
99,60,10,"bid",17,104.03,3.162
100,60,10,"bid",14,112.78,7.038
101,60,10,"bid",15,116.117,12.406
102,60,10,"bid",16,110.428,10.388
103,60,10,"bid",6,110.514,6.12
104,60,10,"bid",9,126.133,31.628
105,60,10,"bid",6,107.361,9.283
106,60,10,"bid",9,108.986,7.826
107,60,10,"bid",11,106.868,6.102
108,60,10,"bid",9,103.118,0.895
109,60,10,"bid",10,109.491,7.536
110,60,10,"bid",14,112.326,12.761
111,60,10,"bid",15,116.198,11.377
