"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",7,118.926,20.974
4,60,10,"bid",0,0,0
5,60,10,"bid",9,122.099,11.082
6,60,10,"bid",3,115.575,0
7,60,10,"bid",0,0,0
8,60,10,"bid",12,103.43,2.266
9,60,10,"bid",9,107.361,7.148
10,60,10,"bid",7,102.159,1.929
11,60,10,"bid",11,103.752,4.051
12,60,10,"bid",6,111.521,9.132
13,60,10,"bid",3,103.962,0.005
14,60,10,"bid",9,101.791,1.191
15,60,10,"bid",9,104.039,3.647
16,60,10,"bid",11,103.64,2.581
17,60,10,"bid",14,109.558,10.709
18,60,10,"bid",8,102.321,1.673
19,60,10,"bid",16,114.81,7.599
20,60,10,"bid",9,115.593,6.864
21,60,10,"bid",9,105.142,1.444
22,60,10,"bid",10,104.752,3.737
23,60,10,"bid",13,101.451,1.057
24,60,10,"bid",14,105.591,6.369
25,60,10,"bid",8,103.53,3.115
26,60,10,"bid",9,105.049,2.096
27,60,10,"bid",11,107.408,3.22
28,60,10,"bid",7,103.077,1.66
29,60,10,"bid",11,109.749,10.336
30,60,10,"bid",5,108.381,1.332
31,60,10,"bid",3,106.317,0
32,60,10,"bid",6,106.29,9.197
33,60,10,"bid",10,108.098,4.958
34,60,10,"bid",11,107.375,2.146
35,60,10,"bid",5,104.595,0.147
36,60,10,"bid",9,109.895,8.854
37,60,10,"bid",17,109.469,8.174
38,60,10,"bid",11,103.938,1.336
39,60,10,"bid",9,106.159,3.517
40,60,10,"bid",9,109.282,11.948
41,60,10,"bid",13,103.25,0.905
42,60,10,"bid",8,105.956,2.207
43,60,10,"bid",7,107.074,6.834
44,60,10,"bid",12,102.796,1.948
45,60,10,"bid",5,101.952,1.699
46,60,10,"bid",7,100.896,1.65
47,60,10,"bid",9,101.492,2.229
48,60,10,"bid",11,106.625,4.99
49,60,10,"bid",9,112.031,5.923
50,60,10,"bid",9,103.454,0.901
51,60,10,"bid",10,102.699,1.742
52,60,10,"bid",9,101.682,1.04
53,60,10,"bid",7,103.945,1.68
54,60,10,"bid",12,106.256,6.106
55,60,10,"bid",3,100.941,0.138
56,60,10,"bid",12,107.724,5.978
