"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",0,0,0
4,60,10,"bid",0,0,0
5,60,10,"bid",0,0,0
6,60,10,"bid",0,0,0
7,60,10,"bid",0,0,0
8,60,10,"bid",0,0,0
9,60,10,"bid",0,0,0
10,60,10,"bid",0,0,0
11,60,10,"bid",0,0,0
12,60,10,"bid",0,0,0
13,60,10,"bid",0,0,0
14,60,10,"bid",0,0,0
15,60,10,"bid",0,0,0
16,60,10,"bid",0,0,0
17,60,10,"bid",1,98.305,0
18,60,10,"bid",0,0,0
19,60,10,"bid",0,0,0
20,60,10,"bid",0,0,0
21,60,10,"bid",0,0,0
22,60,10,"bid",3,102.836,2.323
23,60,10,"bid",1,110.572,0
24,60,10,"bid",0,0,0
25,60,10,"bid",3,118.662,1.179
26,60,10,"bid",0,0,0
27,60,10,"bid",6,105.047,3.053
28,60,10,"bid",5,102.175,0.513
29,60,10,"bid",6,104.919,1.103
30,60,10,"bid",3,106.909,0
31,60,10,"bid",1,109.193,0
32,60,10,"bid",0,0,0
33,60,10,"bid",1,113.081,0
34,60,10,"bid",1,111.472,0
35,60,10,"bid",3,103.193,0
36,60,10,"bid",1,100.762,0
37,60,10,"bid",6,106.596,4.211
38,60,10,"bid",3,103.854,0
39,60,10,"bid",6,102.8,2.518
40,60,10,"bid",3,102.238,0.801
41,60,10,"bid",3,103.371,0
42,60,10,"bid",3,101.312,0
43,60,10,"bid",3,103.371,0
44,60,10,"bid",3,100.2,0.47
45,60,10,"bid",3,120.264,0
46,60,10,"bid",6,114.345,4.221
47,60,10,"bid",6,103.844,0.449
48,60,10,"bid",6,102.375,0.239
49,60,10,"bid",6,102.559,0.256
50,60,10,"bid",5,105.276,3.97
51,60,10,"bid",9,107.331,6
52,60,10,"bid",10,108.615,4.967
53,60,10,"bid",2,103.043,0
54,60,10,"bid",9,108.516,2.03
55,60,10,"bid",11,108.893,5.278
56,60,10,"bid",4,101.643,1.326
57,60,10,"bid",3,100.501,0
58,60,10,"bid",5,101.061,1.251
59,60,10,"bid",10,105.378,1.77
60,60,10,"bid",3,104.909,2.216
61,60,10,"bid",6,105.135,4.292
