"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",10,111.857,14.203
4,60,10,"bid",6,124.284,4.518
5,60,10,"bid",7,128.196,29.573
6,60,10,"bid",15,123.981,31.772
7,60,10,"bid",16,109.476,4.468
8,60,10,"bid",10,105.151,4.205
9,60,10,"bid",9,109.072,5.779
10,60,10,"bid",13,117.582,17.558
11,60,10,"bid",8,115.175,9.656
12,60,10,"bid",9,111.398,8.114
13,60,10,"bid",5,117.669,1.675
14,60,10,"bid",8,115.389,13.554
15,60,10,"bid",9,111.083,5.315
16,60,10,"bid",17,118.133,17.663
17,60,10,"bid",9,119.289,22.786
18,60,10,"bid",9,103.196,2.083
19,60,10,"bid",12,114.79,18.214
20,60,10,"bid",3,151.387,0
21,60,10,"bid",9,108.003,9.161
22,60,10,"bid",12,105.117,1.724
23,60,10,"bid",12,105.974,5.095
24,60,10,"bid",11,102.957,1.841
25,60,10,"bid",11,115.329,14.537
26,60,10,"bid",6,108.741,5.536
27,60,10,"bid",8,108.402,8.41
28,60,10,"bid",14,115.403,20.226
29,60,10,"bid",14,114.1,15.883
30,60,10,"bid",6,108.612,11.025
31,60,10,"bid",11,109.483,4.125
32,60,10,"bid",21,112.198,8.766
33,60,10,"bid",14,111.587,5.343
34,60,10,"bid",15,115.834,9.578
35,60,10,"bid",15,105.57,1.519
36,60,10,"bid",18,113.102,17.057
37,60,10,"bid",14,108.882,8.201
38,60,10,"bid",15,112.695,13.982
39,60,10,"bid",9,103.96,2.903
40,60,10,"bid",19,109.786,4.719
41,60,10,"bid",12,107.031,3.204
42,60,10,"bid",14,107.416,7.964
43,60,10,"bid",9,105.401,5.926
44,60,10,"bid",12,105.796,6.867
45,60,10,"bid",12,107.646,11.329
46,60,10,"bid",16,115.716,10.546
47,60,10,"bid",3,100.726,0
48,60,10,"bid",11,106.943,6.124
49,60,10,"bid",15,114.8,8.612
50,60,10,"bid",9,101.58,1.04
51,60,10,"bid",9,104.16,2.455
52,60,10,"bid",13,104.57,3.049
53,60,10,"bid",14,110.453,4.428
54,60,10,"bid",10,107.344,5.507
55,60,10,"bid",20,103.004,3.024
56,60,10,"bid",12,108.522,9.748
