"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",0,0,0
4,60,10,"bid",0,0,0
5,60,10,"bid",0,0,0
6,60,10,"bid",0,0,0
7,60,10,"bid",0,0,0
8,60,10,"bid",0,0,0
9,60,10,"bid",0,0,0
10,60,10,"bid",0,0,0
11,60,10,"bid",0,0,0
12,60,10,"bid",0,0,0
13,60,10,"bid",0,0,0
14,60,10,"bid",0,0,0
15,60,10,"bid",0,0,0
16,60,10,"bid",0,0,0
17,60,10,"bid",0,0,0
18,60,10,"bid",3,131.759,0
19,60,10,"bid",4,150.075,30.875
20,60,10,"bid",6,110.301,6.784
21,60,10,"bid",0,0,0
22,60,10,"bid",3,127.394,9.01
23,60,10,"bid",0,0,0
24,60,10,"bid",6,112.63,7.504
25,60,10,"bid",0,0,0
26,60,10,"bid",3,112.231,6.315
27,60,10,"bid",3,174.727,3.268
28,60,10,"bid",0,0,0
29,60,10,"bid",5,124.008,19.376
30,60,10,"bid",5,106.044,2.119
31,60,10,"bid",5,122.861,14.244
32,60,10,"bid",6,117.561,10.791
33,60,10,"bid",6,111.91,4.524
34,60,10,"bid",5,122.156,8.25
35,60,10,"bid",6,148.421,14.595
36,60,10,"bid",3,133.59,6.675
37,60,10,"bid",6,119.9,5.66
38,60,10,"bid",7,108.087,3.514
39,60,10,"bid",0,0,0
40,60,10,"bid",0,0,0
41,60,10,"bid",8,114.597,6.58
42,60,10,"bid",0,0,0
43,60,10,"bid",5,157.208,45.493
44,60,10,"bid",3,123.863,0
45,60,10,"bid",2,99.935,1.435
46,60,10,"bid",6,105.943,5.198
47,60,10,"bid",0,0,0
48,60,10,"bid",8,105.308,5.671
49,60,10,"bid",14,121.297,6.823
50,60,10,"bid",0,0,0
51,60,10,"bid",3,114.041,0
52,60,10,"bid",3,118.775,0
53,60,10,"bid",3,100.438,1.414
54,60,10,"bid",6,103.818,0
55,60,10,"bid",11,115.785,18.946
56,60,10,"bid",9,108.034,10.304
57,60,10,"bid",6,112.637,12.07
58,60,10,"bid",9,106.189,8.746
59,60,10,"bid",3,103.325,0
60,60,10,"bid",14,117.319,21.932
61,60,10,"bid",15,122.837,19.015
