"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",6,113.671,9.895
3,60,10,"bid",15,109.06,10.846
4,60,10,"bid",13,114.17,11.675
5,60,10,"bid",6,104.881,4.518
6,60,10,"bid",12,115.208,14.572
7,60,10,"bid",20,112.774,11.386
8,60,10,"bid",15,111.328,11.283
9,60,10,"bid",18,115.564,12.912
10,60,10,"bid",21,130.567,24.392
11,60,10,"bid",12,110.816,7.196
12,60,10,"bid",6,129.55,14.916
13,60,10,"bid",13,118.301,9.863
14,60,10,"bid",9,114.172,14.451
15,60,10,"bid",13,113.74,12.951
16,60,10,"bid",8,122.523,27.243
17,60,10,"bid",10,112.707,10.319
18,60,10,"bid",16,117.626,17.531
19,60,10,"bid",3,132.754,6.264
20,60,10,"bid",9,122.324,11.946
21,60,10,"bid",10,122.123,23.159
22,60,10,"bid",13,111.453,10.821
23,60,10,"bid",14,139.802,42.472
24,60,10,"bid",9,125.087,28.253
25,60,10,"bid",18,138.812,25.75
26,60,10,"bid",15,113.656,16.172
27,60,10,"bid",12,119.75,17.73
28,60,10,"bid",12,106.109,5.939
29,60,10,"bid",14,116.411,13.251
30,60,10,"bid",11,115.292,13.945
31,60,10,"bid",15,113.806,11.473
32,60,10,"bid",7,109.181,5.818
33,60,10,"bid",8,109.224,9.481
34,60,10,"bid",7,112.641,8.171
35,60,10,"bid",11,108.252,4.291
36,60,10,"bid",2,100.516,0
37,60,10,"bid",6,107.552,9.099
38,60,10,"bid",7,120.312,18.306
39,60,10,"bid",10,113.299,10.634
40,60,10,"bid",0,0,0
41,60,10,"bid",9,106.488,6.655
42,60,10,"bid",6,109.191,7.934
43,60,10,"bid",3,102.533,0.124
44,60,10,"bid",6,126.534,25.619
45,60,10,"bid",11,116.695,12.367
46,60,10,"bid",3,103.349,0
47,60,10,"bid",7,109.523,10.593
48,60,10,"bid",11,108.558,5.328
49,60,10,"bid",6,111.18,7.508
50,60,10,"bid",4,112.99,3.871
51,60,10,"bid",15,119.293,13.67
52,60,10,"bid",15,103.506,1.834
53,60,10,"bid",3,102.984,0
54,60,10,"bid",6,105.693,3.98
55,60,10,"bid",15,119.937,19.458
56,60,10,"bid",9,120.481,21.101
57,60,10,"bid",11,135.668,35.348
58,60,10,"bid",6,127.362,26.099
59,60,10,"bid",3,119.586,0
60,60,10,"bid",7,117.882,15.436
61,60,10,"bid",8,107.524,5.429
62,60,10,"bid",9,115.08,6.829
63,60,10,"bid",6,123.561,20.387
64,60,10,"bid",12,127.092,9.996
65,60,10,"bid",1,104.816,0
66,60,10,"bid",3,159.769,8.466
67,60,10,"bid",3,110.553,2.855
68,60,10,"bid",2,108.962,0.327
69,60,10,"bid",13,129.804,7.695
70,60,10,"bid",15,122.819,12.065
71,60,10,"bid",12,118.616,14.096
72,60,10,"bid",7,114.206,11.293
73,60,10,"bid",12,114.79,10.453
74,60,10,"bid",6,126.216,12.256
75,60,10,"bid",3,128.47,8.401
76,60,10,"bid",18,113.412,10.221
77,60,10,"bid",21,121.572,13.312
78,60,10,"bid",10,118.142,10.765
79,60,10,"bid",16,115.587,21.013
80,60,10,"bid",10,109.999,8.009
81,60,10,"bid",10,124.631,12.36
82,60,10,"bid",18,121.383,12.872
83,60,10,"bid",14,124.25,30.319
84,60,10,"bid",9,116.926,11.835
85,60,10,"bid",11,117.135,16.476
