"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",6,116.899,4.856
3,60,10,"bid",6,112.935,11.833
4,60,10,"bid",3,103.508,0
5,60,10,"bid",6,105.518,1.887
6,60,10,"bid",5,129.95,0.918
7,60,10,"bid",7,106.943,6.56
8,60,10,"bid",3,102.222,0
9,60,10,"bid",13,121.785,20.711
10,60,10,"bid",7,139.278,18.925
11,60,10,"bid",0,0,0
12,60,10,"bid",4,104.971,3.34
13,60,10,"bid",1,115.841,0
14,60,10,"bid",14,129.517,23.783
15,60,10,"bid",6,130.977,27.227
16,60,10,"bid",6,147.396,42.625
17,60,10,"bid",9,131.768,23.202
18,60,10,"bid",9,111.447,3.451
19,60,10,"bid",12,124.385,21.437
20,60,10,"bid",10,124.037,26.952
21,60,10,"bid",3,108.167,0
22,60,10,"bid",9,108.743,6.729
23,60,10,"bid",3,111.887,2.43
24,60,10,"bid",6,121.644,22.397
25,60,10,"bid",6,164.925,13.049
26,60,10,"bid",9,121.438,2.748
27,60,10,"bid",14,114.394,12.129
28,60,10,"bid",9,152.72,13.111
29,60,10,"bid",4,125.035,13.874
30,60,10,"bid",10,115.396,12.522
31,60,10,"bid",13,121.094,24.456
32,60,10,"bid",9,118.001,19.184
33,60,10,"bid",18,116.633,15.096
34,60,10,"bid",13,121.565,27.184
35,60,10,"bid",9,127.992,17.152
36,60,10,"bid",7,133.895,36.508
37,60,10,"bid",7,110.023,8.717
38,60,10,"bid",17,116.39,26.772
39,60,10,"bid",13,123.857,16.114
40,60,10,"bid",8,138.708,45.495
41,60,10,"bid",11,148.967,51.978
42,60,10,"bid",13,109.076,5.706
43,60,10,"bid",3,193.235,0
44,60,10,"bid",15,121.529,28.789
45,60,10,"bid",4,142.139,27.669
46,60,10,"bid",10,130.608,39.532
47,60,10,"bid",12,118.323,17.014
48,60,10,"bid",10,113.952,12.175
49,60,10,"bid",17,116.397,20.44
50,60,10,"bid",25,119.389,15.433
51,60,10,"bid",17,117.089,16.917
52,60,10,"bid",18,115.899,13.745
53,60,10,"bid",17,135.072,43.309
54,60,10,"bid",12,108.216,5.452
55,60,10,"bid",8,101.958,1.399
56,60,10,"bid",18,115.359,19.068
57,60,10,"bid",15,110.036,15.333
58,60,10,"bid",12,132.849,12.235
59,60,10,"bid",13,111.757,4.346
60,60,10,"bid",9,105.773,4.616
61,60,10,"bid",9,127.168,14.563
62,60,10,"bid",12,116.046,14.021
63,60,10,"bid",18,110.935,10.177
64,60,10,"bid",14,110.662,6.679
65,60,10,"bid",6,134.987,26.343
66,60,10,"bid",16,121.617,22.759
67,60,10,"bid",12,105.458,3.492
68,60,10,"bid",17,126.818,34.26
69,60,10,"bid",8,146.18,55.228
70,60,10,"bid",14,111.34,16.683
71,60,10,"bid",9,108.169,3.146
72,60,10,"bid",6,113.226,7.163
73,60,10,"bid",20,126.231,19.268
74,60,10,"bid",15,132.281,27.159
75,60,10,"bid",15,131.311,21.918
76,60,10,"bid",13,130.935,33.388
77,60,10,"bid",6,105.681,2.833
78,60,10,"bid",12,107.069,9.468
79,60,10,"bid",20,111.409,11.904
80,60,10,"bid",12,118.998,19.46
81,60,10,"bid",19,122.386,17.327
82,60,10,"bid",16,111.648,9.841
83,60,10,"bid",14,130.76,34.623
84,60,10,"bid",15,162.251,43.037
85,60,10,"bid",13,112.282,10.046
86,60,10,"bid",15,117.138,13.116
87,60,10,"bid",22,140.288,35.285
88,60,10,"bid",15,118.265,15.259
89,60,10,"bid",18,136.161,24.115
90,60,10,"bid",17,114.59,11.11
91,60,10,"bid",18,112.242,7.975
92,60,10,"bid",11,110.369,12.494
93,60,10,"bid",12,120.191,8.459
94,60,10,"bid",12,149.649,42.019
95,60,10,"bid",5,102.364,2.993
96,60,10,"bid",12,121.268,24.683
97,60,10,"bid",18,112.9,14.566
98,60,10,"bid",9,111.507,11.233
99,60,10,"bid",5,118.528,16.215
100,60,10,"bid",12,133.743,19.357
101,60,10,"bid",4,159.488,28.894
102,60,10,"bid",12,135.054,21.815
103,60,10,"bid",0,0,0
104,60,10,"bid",5,108.251,8.579
105,60,10,"bid",9,129.775,22.581
106,60,10,"bid",3,116.718,12.822
107,60,10,"bid",7,119.572,15.458
108,60,10,"bid",11,132.781,21.527
109,60,10,"bid",16,135.856,17.798
110,60,10,"bid",12,127.324,37.532
111,60,10,"bid",18,120.219,15.246
112,60,10,"bid",3,120.356,0
113,60,10,"bid",11,113.993,11.613
114,60,10,"bid",12,133.432,41.636
