"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",3,109.486,9.393
3,60,10,"bid",10,110.447,12.166
4,60,10,"bid",16,133.083,35.129
5,60,10,"bid",14,144.542,51.873
6,60,10,"bid",6,117.7,19.707
7,60,10,"bid",12,124.684,20.598
8,60,10,"bid",11,121.917,11.241
9,60,10,"bid",14,126.548,16.734
10,60,10,"bid",13,123.175,15.316
11,60,10,"bid",19,129.472,21.874
12,60,10,"bid",16,121.625,11.708
13,60,10,"bid",9,115.139,6.576
14,60,10,"bid",17,119.913,18.426
15,60,10,"bid",17,136.074,38.677
16,60,10,"bid",10,123.908,19.125
17,60,10,"bid",19,139.837,29.72
18,60,10,"bid",25,121.215,11.002
19,60,10,"bid",17,113.186,8.696
20,60,10,"bid",18,115.208,10.848
21,60,10,"bid",19,120.073,24.097
22,60,10,"bid",19,121.81,23.168
23,60,10,"bid",23,120.536,13.394
24,60,10,"bid",21,112.126,6.958
25,60,10,"bid",15,117.983,16.763
26,60,10,"bid",15,107.21,8.417
27,60,10,"bid",16,114.494,10.45
28,60,10,"bid",12,119.642,4.056
29,60,10,"bid",18,117.839,10.708
30,60,10,"bid",25,118.23,15.44
31,60,10,"bid",23,118.774,13.196
32,60,10,"bid",17,111.781,18.19
33,60,10,"bid",11,110.237,11.499
34,60,10,"bid",27,120.114,26.247
35,60,10,"bid",19,115.398,10.834
36,60,10,"bid",24,108.554,8.203
37,60,10,"bid",19,113.062,11.193
38,60,10,"bid",12,114.278,11.646
39,60,10,"bid",16,134.045,28.915
40,60,10,"bid",20,117.196,17.911
41,60,10,"bid",12,128.535,24.564
42,60,10,"bid",13,106.387,4.33
43,60,10,"bid",8,115.391,15.121
44,60,10,"bid",15,113.44,11.974
45,60,10,"bid",7,113.488,6.529
46,60,10,"bid",11,115.009,16.103
47,60,10,"bid",10,115.506,13.172
48,60,10,"bid",5,113.721,12.584
49,60,10,"bid",16,118.93,21.841
50,60,10,"bid",9,122.747,31.826
51,60,10,"bid",14,119.086,23.048
52,60,10,"bid",12,119.953,10.761
53,60,10,"bid",3,111.655,0
54,60,10,"bid",9,113.922,4.345
55,60,10,"bid",12,121.162,16.504
56,60,10,"bid",12,106.636,3.766
57,60,10,"bid",19,148.493,38.291
58,60,10,"bid",9,113.024,6.52
59,60,10,"bid",14,129.975,26.537
60,60,10,"bid",10,143.713,36.047
61,60,10,"bid",7,117.247,17.951
62,60,10,"bid",12,108.883,1.654
63,60,10,"bid",14,112.133,7.464
64,60,10,"bid",15,110.194,8.298
65,60,10,"bid",6,115.916,10.433
66,60,10,"bid",9,123.233,26.696
67,60,10,"bid",13,106.777,5.688
68,60,10,"bid",7,106.004,4.019
69,60,10,"bid",6,103.313,2.566
70,60,10,"bid",14,107.474,8.851
71,60,10,"bid",13,105.071,4.228
72,60,10,"bid",12,106.338,3.26
73,60,10,"bid",9,108.668,2.511
74,60,10,"bid",10,125.581,29.964
75,60,10,"bid",18,113.068,10.102
76,60,10,"bid",12,109.254,6.667
77,60,10,"bid",14,140.834,21.189
78,60,10,"bid",10,105.262,4.026
79,60,10,"bid",12,114.39,18.616
80,60,10,"bid",17,107.663,6.084
81,60,10,"bid",18,129.486,29.394
82,60,10,"bid",16,116.514,12.213
83,60,10,"bid",19,116.125,9.367
84,60,10,"bid",12,113.584,16.746
85,60,10,"bid",6,132.767,10.951
86,60,10,"bid",5,122.815,16.547
87,60,10,"bid",16,124.421,24.484
88,60,10,"bid",17,116.258,24.529
89,60,10,"bid",8,104.647,2.09
90,60,10,"bid",9,116.972,19.264
91,60,10,"bid",12,126.667,23.731
92,60,10,"bid",14,123.104,15.925
93,60,10,"bid",3,109.567,0
94,60,10,"bid",15,119.654,11.315
95,60,10,"bid",12,125.554,21.604
96,60,10,"bid",4,120.544,0.058
97,60,10,"bid",11,110.704,6.24
98,60,10,"bid",10,140.487,26.906
99,60,10,"bid",9,107.682,6.614
100,60,10,"bid",19,112.381,10.291
101,60,10,"bid",7,108.682,1.346
102,60,10,"bid",7,124.541,20.577
103,60,10,"bid",11,119.401,16.871
104,60,10,"bid",14,113.8,10.34
105,60,10,"bid",10,113.304,15.117
106,60,10,"bid",12,107.345,4.767
107,60,10,"bid",12,121.175,24.195
108,60,10,"bid",4,137.927,21.659
109,60,10,"bid",9,117.262,20.436
110,60,10,"bid",11,104.723,2.486
111,60,10,"bid",17,104.662,2.61
