"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",3,102.017,1.848
4,60,10,"bid",9,116.358,12.474
5,60,10,"bid",3,112.719,7.262
6,60,10,"bid",12,109.313,8.424
7,60,10,"bid",12,109.142,7.113
8,60,10,"bid",4,108.299,7.338
9,60,10,"bid",8,108.013,6.765
10,60,10,"bid",6,109.111,7.301
11,60,10,"bid",9,106.835,5.754
12,60,10,"bid",7,107.604,6.315
13,60,10,"bid",6,121.039,17.529
14,60,10,"bid",8,104.176,3.757
15,60,10,"bid",6,130.415,15.462
16,60,10,"bid",0,0,0
17,60,10,"bid",3,110.795,0
18,60,10,"bid",6,100.816,0.568
19,60,10,"bid",9,102.635,3.448
20,60,10,"bid",7,109.575,6.236
21,60,10,"bid",1,102.782,0
22,60,10,"bid",6,107.317,1.323
23,60,10,"bid",6,106.347,3.56
24,60,10,"bid",11,115.695,16.126
25,60,10,"bid",8,110.308,10.426
26,60,10,"bid",10,111.945,11.462
27,60,10,"bid",9,111.04,9.96
28,60,10,"bid",7,107.129,5.246
29,60,10,"bid",12,108.186,5.213
30,60,10,"bid",3,106.028,3.181
31,60,10,"bid",8,117.599,16.642
32,60,10,"bid",11,106.639,4.243
33,60,10,"bid",9,112.152,6.048
34,60,10,"bid",7,104.617,5.408
35,60,10,"bid",14,108.891,5.494
36,60,10,"bid",16,113.178,8.992
37,60,10,"bid",11,113.443,8.9
38,60,10,"bid",14,105.437,6.178
39,60,10,"bid",13,112.907,8.966
40,60,10,"bid",9,108.155,3.372
41,60,10,"bid",4,104.618,5.166
42,60,10,"bid",14,111.81,6.647
43,60,10,"bid",12,111.645,10.696
44,60,10,"bid",9,105.354,2.97
45,60,10,"bid",11,109.216,4.129
46,60,10,"bid",13,110.871,3.398
47,60,10,"bid",14,111.157,3.3
48,60,10,"bid",15,106.649,1.385
49,60,10,"bid",6,106.79,4.035
50,60,10,"bid",17,113.688,9.554
51,60,10,"bid",20,106.488,4.006
52,60,10,"bid",13,105.977,2.043
53,60,10,"bid",10,108.458,7.965
54,60,10,"bid",10,104.746,1.432
55,60,10,"bid",10,110.88,8.462
56,60,10,"bid",15,108.542,7.596
