"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",8,125.876,22.447
4,60,10,"bid",20,104.422,6.007
5,60,10,"bid",17,108.639,6.739
6,60,10,"bid",22,106.548,5.843
7,60,10,"bid",13,108.916,10.082
8,60,10,"bid",16,106.008,2.564
9,60,10,"bid",17,107.215,3.377
10,60,10,"bid",19,102.288,2.481
11,60,10,"bid",15,109.077,9.957
12,60,10,"bid",7,100.911,1.476
13,60,10,"bid",13,106.183,5.73
14,60,10,"bid",13,106.208,4.114
15,60,10,"bid",15,106.793,2.628
16,60,10,"bid",15,106.656,3.884
17,60,10,"bid",11,101.451,1.058
18,60,10,"bid",10,105.528,6.967
19,60,10,"bid",12,103.36,2.91
20,60,10,"bid",13,102.995,1.85
21,60,10,"bid",13,102.055,2.188
22,60,10,"bid",10,100.975,1.463
23,60,10,"bid",9,105.857,5.634
24,60,10,"bid",17,107.494,4.474
25,60,10,"bid",12,105.519,3.704
26,60,10,"bid",14,108.068,4.753
27,60,10,"bid",8,107.361,6.786
28,60,10,"bid",10,100.358,1.444
29,60,10,"bid",7,104.03,5.225
30,60,10,"bid",9,104.609,4.023
31,60,10,"bid",6,102.8,1.034
32,60,10,"bid",14,106.752,5.063
33,60,10,"bid",11,107.994,4.463
34,60,10,"bid",16,107.454,2.486
35,60,10,"bid",8,102.746,2.586
36,60,10,"bid",7,102.196,3.257
37,60,10,"bid",18,102.663,1.473
38,60,10,"bid",13,103.865,1.683
39,60,10,"bid",15,102.704,5.615
40,60,10,"bid",17,103.543,3.417
41,60,10,"bid",12,106.459,4.867
42,60,10,"bid",13,104.521,5.975
43,60,10,"bid",18,104.035,2.837
44,60,10,"bid",10,102.261,0.895
45,60,10,"bid",6,100.273,1.558
46,60,10,"bid",10,101.42,3.329
47,60,10,"bid",12,104.622,5.065
48,60,10,"bid",10,107.136,5.8
49,60,10,"bid",11,102.738,3.391
50,60,10,"bid",11,102.443,0.849
51,60,10,"bid",15,102.505,1.533
52,60,10,"bid",13,104.576,2.873
53,60,10,"bid",12,104.806,2.335
54,60,10,"bid",12,108.297,8.292
55,60,10,"bid",15,107.716,10.666
56,60,10,"bid",9,103.08,1.739
