"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",0,0,0
4,60,10,"bid",0,0,0
5,60,10,"bid",0,0,0
6,60,10,"bid",0,0,0
7,60,10,"bid",0,0,0
8,60,10,"bid",4,98.873,0.811
9,60,10,"bid",0,0,0
10,60,10,"bid",0,0,0
11,60,10,"bid",0,0,0
12,60,10,"bid",0,0,0
13,60,10,"bid",0,0,0
14,60,10,"bid",0,0,0
15,60,10,"bid",0,0,0
16,60,10,"bid",0,0,0
17,60,10,"bid",0,0,0
18,60,10,"bid",4,119.656,10.716
19,60,10,"bid",0,0,0
20,60,10,"bid",0,0,0
21,60,10,"bid",4,129.201,2.987
22,60,10,"bid",0,0,0
23,60,10,"bid",0,0,0
24,60,10,"bid",0,0,0
25,60,10,"bid",0,0,0
26,60,10,"bid",0,0,0
27,60,10,"bid",0,0,0
28,60,10,"bid",3,106.941,0
29,60,10,"bid",0,0,0
30,60,10,"bid",6,113.31,6.441
31,60,10,"bid",0,0,0
32,60,10,"bid",3,107.141,0
33,60,10,"bid",0,0,0
34,60,10,"bid",0,0,0
35,60,10,"bid",0,0,0
36,60,10,"bid",0,0,0
37,60,10,"bid",0,0,0
38,60,10,"bid",0,0,0
39,60,10,"bid",0,0,0
40,60,10,"bid",0,0,0
41,60,10,"bid",3,124.3,0
42,60,10,"bid",3,99.837,1.015
43,60,10,"bid",3,108.091,0.672
44,60,10,"bid",6,115.001,11.013
45,60,10,"bid",6,106.765,2.578
46,60,10,"bid",7,118.353,11.854
47,60,10,"bid",0,0,0
48,60,10,"bid",0,0,0
49,60,10,"bid",0,0,0
50,60,10,"bid",6,103.449,1.603
51,60,10,"bid",3,101.819,0.039
52,60,10,"bid",3,110.73,0
53,60,10,"bid",6,112.992,1.913
54,60,10,"bid",9,107.077,4.033
55,60,10,"bid",0,0,0
56,60,10,"bid",3,105.421,0
57,60,10,"bid",3,106.842,10.844
58,60,10,"bid",3,107.692,3.826
59,60,10,"bid",0,0,0
60,60,10,"bid",6,103.045,2.659
61,60,10,"bid",1,104.82,0
62,60,10,"bid",3,101.253,0
63,60,10,"bid",6,102.898,1.158
64,60,10,"bid",5,106.023,6.659
