"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",9,115.493,19.143
4,60,10,"bid",6,122.83,16.25
5,60,10,"bid",10,109.774,4.164
6,60,10,"bid",3,126.937,0
7,60,10,"bid",0,0,0
8,60,10,"bid",6,121.981,7.05
9,60,10,"bid",6,111.569,4.071
10,60,10,"bid",6,108.103,1.8
11,60,10,"bid",17,132.17,23.287
12,60,10,"bid",7,119.018,9.767
13,60,10,"bid",9,118.521,11
14,60,10,"bid",9,125.687,28.064
15,60,10,"bid",9,127.02,18.643
16,60,10,"bid",8,132.658,29.861
17,60,10,"bid",9,115.462,7.057
18,60,10,"bid",9,130.957,33.178
19,60,10,"bid",14,111.805,9.271
20,60,10,"bid",4,102.673,1.234
21,60,10,"bid",13,122.48,14.91
22,60,10,"bid",12,117.673,21.719
23,60,10,"bid",10,115.836,8.696
24,60,10,"bid",6,111.085,5.445
25,60,10,"bid",7,109.432,8.286
26,60,10,"bid",7,120.376,12.423
27,60,10,"bid",3,104.049,0
28,60,10,"bid",6,118.232,14.304
29,60,10,"bid",1,100.631,0
30,60,10,"bid",8,120.802,23.243
31,60,10,"bid",1,95.263,0
32,60,10,"bid",9,127.113,16.116
33,60,10,"bid",7,118.945,3.955
34,60,10,"bid",8,119.897,17.535
35,60,10,"bid",9,116.972,14.444
36,60,10,"bid",5,153.971,34.839
37,60,10,"bid",11,107.586,4.601
38,60,10,"bid",8,108.401,5.703
39,60,10,"bid",11,115.001,8.417
40,60,10,"bid",14,137.208,22.237
41,60,10,"bid",12,111.839,13.516
42,60,10,"bid",11,131.179,18.613
43,60,10,"bid",13,108.846,4.376
44,60,10,"bid",9,110.829,7.194
45,60,10,"bid",6,109.033,4.069
46,60,10,"bid",13,129.674,21.688
47,60,10,"bid",14,116.841,12.143
48,60,10,"bid",11,120.327,10.659
49,60,10,"bid",9,109.845,2.853
50,60,10,"bid",6,105.873,2.945
51,60,10,"bid",6,105.518,0.477
52,60,10,"bid",10,119.547,12.853
53,60,10,"bid",12,121.107,11.809
54,60,10,"bid",18,122.076,15.844
55,60,10,"bid",5,112.778,8.923
56,60,10,"bid",18,111.993,9.01
