"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",3,109.486,9.393
3,60,10,"bid",9,108.439,9.588
4,60,10,"bid",5,109.126,4.561
5,60,10,"bid",11,131.215,25.316
6,60,10,"bid",5,108.661,1.172
7,60,10,"bid",18,123.29,20.047
8,60,10,"bid",3,113.669,3.077
9,60,10,"bid",19,121.392,16.483
10,60,10,"bid",11,124.136,23.236
11,60,10,"bid",12,125.136,14.895
12,60,10,"bid",13,113.343,7.393
13,60,10,"bid",17,115.135,12.967
14,60,10,"bid",12,117.658,14.958
15,60,10,"bid",15,127.466,19.026
16,60,10,"bid",12,134.36,25.899
17,60,10,"bid",6,133.472,14.216
18,60,10,"bid",11,107.812,6.914
19,60,10,"bid",15,115.711,16.584
20,60,10,"bid",18,122.539,14.656
21,60,10,"bid",4,109.447,3.361
22,60,10,"bid",6,134.432,8.977
23,60,10,"bid",18,117.211,15.398
24,60,10,"bid",9,114.297,10.59
25,60,10,"bid",3,115.387,2.375
26,60,10,"bid",12,125.567,23.643
27,60,10,"bid",13,138.491,23.652
28,60,10,"bid",15,114.335,10.992
29,60,10,"bid",7,118.586,12.31
30,60,10,"bid",12,114.779,15.321
31,60,10,"bid",13,126.851,27.216
32,60,10,"bid",9,113.359,15.999
33,60,10,"bid",14,117.739,14.454
34,60,10,"bid",13,108.235,3.998
35,60,10,"bid",9,127.194,12.802
36,60,10,"bid",12,112.986,12.905
37,60,10,"bid",9,138.203,25.398
38,60,10,"bid",8,111.944,10.025
39,60,10,"bid",17,125.485,15.926
40,60,10,"bid",8,118.456,9.15
41,60,10,"bid",9,140.019,34.967
42,60,10,"bid",7,125.077,17.659
43,60,10,"bid",11,138.689,24.997
44,60,10,"bid",9,128.628,23.065
45,60,10,"bid",8,149.353,9.27
46,60,10,"bid",5,132.117,22.821
47,60,10,"bid",13,122.579,17.946
48,60,10,"bid",16,113.147,5.347
49,60,10,"bid",11,104.206,3.927
50,60,10,"bid",20,131.159,35.228
51,60,10,"bid",5,117.91,9.859
52,60,10,"bid",2,108.032,2.261
53,60,10,"bid",6,150.853,38.345
54,60,10,"bid",15,113.291,16.013
55,60,10,"bid",9,114.852,12.662
56,60,10,"bid",13,109.429,6.328
57,60,10,"bid",4,107.086,2.675
58,60,10,"bid",13,110.669,5.243
59,60,10,"bid",12,112.022,5.89
60,60,10,"bid",11,114.576,14.455
61,60,10,"bid",12,123.011,12.598
62,60,10,"bid",11,105.868,1.98
63,60,10,"bid",9,105.046,5.471
64,60,10,"bid",12,113.848,15.294
65,60,10,"bid",11,113.469,8.064
66,60,10,"bid",14,117.813,13.543
67,60,10,"bid",9,109.2,5.253
68,60,10,"bid",13,133.439,20.188
69,60,10,"bid",10,110.253,8.018
70,60,10,"bid",10,109.308,7.134
71,60,10,"bid",11,114.605,9.138
72,60,10,"bid",4,123.658,12.297
73,60,10,"bid",11,122.844,22.858
74,60,10,"bid",5,106.825,2.909
75,60,10,"bid",15,120.842,21.318
76,60,10,"bid",17,122.914,20.727
77,60,10,"bid",10,108.112,4.118
78,60,10,"bid",12,135.846,26.798
79,60,10,"bid",12,130.868,16.093
80,60,10,"bid",18,116.891,12.194
81,60,10,"bid",11,112.078,5.88
82,60,10,"bid",10,112.126,12.794
83,60,10,"bid",0,0,0
84,60,10,"bid",7,114.542,13.241
85,60,10,"bid",6,134.735,21.932
86,60,10,"bid",3,106.204,0
87,60,10,"bid",3,111.966,0
88,60,10,"bid",4,107.099,5.618
89,60,10,"bid",9,126.285,21.675
90,60,10,"bid",9,114.826,7.287
91,60,10,"bid",12,111.194,11.514
92,60,10,"bid",10,124.098,19.384
93,60,10,"bid",12,120.94,15.014
94,60,10,"bid",12,111.865,4.05
95,60,10,"bid",8,106.187,4.426
96,60,10,"bid",7,119.376,7.048
97,60,10,"bid",13,113.525,4.66
98,60,10,"bid",14,108.402,4.182
99,60,10,"bid",12,116.166,8.608
100,60,10,"bid",8,104.649,3.123
101,60,10,"bid",16,126.063,15.235
102,60,10,"bid",6,108.22,4.29
103,60,10,"bid",8,115.841,9.848
104,60,10,"bid",12,114.879,17.82
105,60,10,"bid",16,108.3,6.359
106,60,10,"bid",9,103.367,1.735
107,60,10,"bid",6,106.696,0.979
108,60,10,"bid",6,131.26,24.916
109,60,10,"bid",6,107.139,0.096
110,60,10,"bid",8,119.488,24.038
111,60,10,"bid",10,106.674,1.677
