"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",7,119.653,19.155
4,60,10,"bid",10,111.177,11.58
5,60,10,"bid",9,105.57,3.091
6,60,10,"bid",4,112.671,8.123
7,60,10,"bid",6,108.75,8.329
8,60,10,"bid",7,101.637,3.125
9,60,10,"bid",6,118.383,17.962
10,60,10,"bid",14,112.485,12.05
11,60,10,"bid",3,104.974,0.178
12,60,10,"bid",1,109.337,0
13,60,10,"bid",0,0,0
14,60,10,"bid",9,107.03,5.947
15,60,10,"bid",6,106.794,2.655
16,60,10,"bid",10,106.246,4.379
17,60,10,"bid",12,104.032,2.602
18,60,10,"bid",12,110.768,8.434
19,60,10,"bid",4,101.514,3.069
20,60,10,"bid",3,99.039,0
21,60,10,"bid",9,110.836,7.904
22,60,10,"bid",13,104.377,4.153
23,60,10,"bid",12,105.492,5.288
24,60,10,"bid",11,102.101,4.455
25,60,10,"bid",6,100.759,2.613
26,60,10,"bid",6,106.817,4.607
27,60,10,"bid",3,98.425,0
28,60,10,"bid",12,117.005,14.206
29,60,10,"bid",8,107.679,6.703
30,60,10,"bid",3,101.482,0
31,60,10,"bid",6,101.935,0.453
32,60,10,"bid",12,110.799,6.162
33,60,10,"bid",8,106.496,4.729
34,60,10,"bid",6,101.728,3.303
35,60,10,"bid",17,110.705,13.907
36,60,10,"bid",3,99.605,0
37,60,10,"bid",11,104.88,4.702
38,60,10,"bid",6,109.466,10.228
39,60,10,"bid",12,103.444,1.098
40,60,10,"bid",3,110.613,0
41,60,10,"bid",4,103.16,0.371
42,60,10,"bid",18,112.459,13.365
43,60,10,"bid",9,113.518,11.53
44,60,10,"bid",8,108.354,3.745
45,60,10,"bid",14,111.391,12.044
46,60,10,"bid",7,111.596,5.459
47,60,10,"bid",10,105.931,4.139
48,60,10,"bid",9,109.207,11.574
49,60,10,"bid",14,104.448,2.598
50,60,10,"bid",10,107.318,4.567
51,60,10,"bid",6,103.878,0.483
52,60,10,"bid",9,102.323,0.922
53,60,10,"bid",12,109.873,10.206
54,60,10,"bid",3,109.525,5.297
55,60,10,"bid",8,118.539,16.861
56,60,10,"bid",3,119.817,0
