"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",6,116.899,4.856
3,60,10,"bid",6,112.935,11.833
4,60,10,"bid",3,103.508,0
5,60,10,"bid",6,101.734,0.488
6,60,10,"bid",14,132.47,42.037
7,60,10,"bid",10,107.64,7.133
8,60,10,"bid",13,124.406,19.98
9,60,10,"bid",3,150.525,0
10,60,10,"bid",9,111.699,17.374
11,60,10,"bid",3,143.794,6.6
12,60,10,"bid",13,122.031,21.049
13,60,10,"bid",14,113.18,13.445
14,60,10,"bid",6,128.715,5.372
15,60,10,"bid",3,102.768,0
16,60,10,"bid",0,0,0
17,60,10,"bid",12,135.134,29.201
18,60,10,"bid",12,146.616,19.281
19,60,10,"bid",3,116.129,0
20,60,10,"bid",3,142.485,9.463
21,60,10,"bid",8,117.668,11.058
22,60,10,"bid",3,121.234,0
23,60,10,"bid",3,105.056,0
24,60,10,"bid",7,104.7,4.996
25,60,10,"bid",7,113.432,14.873
26,60,10,"bid",12,145.198,27.508
27,60,10,"bid",6,110.268,4.465
28,60,10,"bid",8,118.93,11.903
29,60,10,"bid",6,108.865,12.62
30,60,10,"bid",3,190.335,7.101
31,60,10,"bid",11,116.366,7.605
32,60,10,"bid",7,121.074,18.167
33,60,10,"bid",12,106.797,3.98
34,60,10,"bid",12,125.344,23.354
35,60,10,"bid",4,116.744,8.017
36,60,10,"bid",7,115.709,11.501
37,60,10,"bid",9,135.915,25.599
38,60,10,"bid",6,114.635,6.481
39,60,10,"bid",9,146.146,41.892
40,60,10,"bid",15,119.415,21.474
41,60,10,"bid",18,124.677,29.374
42,60,10,"bid",10,117.189,8.819
43,60,10,"bid",14,108.415,4.956
44,60,10,"bid",9,126.122,19.966
45,60,10,"bid",18,116.433,26.573
46,60,10,"bid",6,101.685,0.158
47,60,10,"bid",15,120.97,28.059
48,60,10,"bid",10,123.872,27.655
49,60,10,"bid",6,191.943,26.194
50,60,10,"bid",15,126.137,31.669
51,60,10,"bid",21,130.019,27.939
52,60,10,"bid",18,124.282,20.369
53,60,10,"bid",17,116.467,23.785
54,60,10,"bid",13,114.054,16.974
55,60,10,"bid",16,105.896,5.453
56,60,10,"bid",10,124.03,15.728
57,60,10,"bid",10,127.343,9.128
58,60,10,"bid",6,149.358,30.031
59,60,10,"bid",3,119.587,4.262
60,60,10,"bid",19,129.288,16.834
61,60,10,"bid",9,114.504,12.816
62,60,10,"bid",12,112.821,15.932
63,60,10,"bid",15,115.498,13.747
64,60,10,"bid",11,114.41,9.458
65,60,10,"bid",18,117.415,19.667
66,60,10,"bid",14,112.707,9.363
67,60,10,"bid",3,104.341,0
68,60,10,"bid",7,157.206,57.433
69,60,10,"bid",15,117.909,15.206
70,60,10,"bid",14,106.727,13.113
71,60,10,"bid",10,103.478,2.347
72,60,10,"bid",18,135.459,22.767
73,60,10,"bid",9,141.959,31.605
74,60,10,"bid",3,106.033,0
75,60,10,"bid",6,129.162,19.362
76,60,10,"bid",8,106.334,3.215
77,60,10,"bid",6,114.818,12.524
78,60,10,"bid",12,153.633,48.373
79,60,10,"bid",11,123.99,15.455
80,60,10,"bid",12,115.218,9.26
81,60,10,"bid",12,120.298,9.983
82,60,10,"bid",15,120.075,12.403
83,60,10,"bid",11,110.788,7.688
84,60,10,"bid",9,124.324,17.549
85,60,10,"bid",12,130.218,39.626
86,60,10,"bid",7,125.298,10.295
87,60,10,"bid",12,131.952,27.729
88,60,10,"bid",6,129.958,21.736
89,60,10,"bid",14,120.066,19.941
90,60,10,"bid",2,110.323,8.863
91,60,10,"bid",7,130.828,18.424
92,60,10,"bid",12,116.757,16.87
93,60,10,"bid",13,111.515,14.812
94,60,10,"bid",1,99.6,0
95,60,10,"bid",5,116.712,13.829
96,60,10,"bid",3,98.646,0.296
97,60,10,"bid",8,115.061,5.432
98,60,10,"bid",7,122.318,17.034
99,60,10,"bid",0,0,0
100,60,10,"bid",9,130.229,6.407
101,60,10,"bid",17,113.849,8.779
102,60,10,"bid",8,103.721,2.086
103,60,10,"bid",10,102.053,4.003
104,60,10,"bid",0,0,0
105,60,10,"bid",9,102.89,2.932
106,60,10,"bid",12,109.645,13.44
107,60,10,"bid",9,106.072,8.068
108,60,10,"bid",11,108.834,7.882
109,60,10,"bid",12,122.006,23.833
110,60,10,"bid",6,120.451,9.578
111,60,10,"bid",11,123.199,31.804
112,60,10,"bid",9,111.139,11.575
113,60,10,"bid",15,124.52,27.14
114,60,10,"bid",13,107.416,6.44
115,60,10,"bid",12,111.063,8.619
