"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",4,124.13,19.046
3,60,10,"bid",6,108.314,6.536
4,60,10,"bid",11,113.914,6.906
5,60,10,"bid",10,118.571,14.721
6,60,10,"bid",16,115.191,9.352
7,60,10,"bid",13,112.928,7.735
8,60,10,"bid",11,112.014,7.506
9,60,10,"bid",12,110.664,4.794
10,60,10,"bid",14,111.868,8.585
11,60,10,"bid",5,114.227,7.064
12,60,10,"bid",14,105.754,8.463
13,60,10,"bid",14,106.132,5.168
14,60,10,"bid",15,110.378,10.307
15,60,10,"bid",9,111.718,7.589
16,60,10,"bid",9,107.017,9.949
17,60,10,"bid",15,103.624,5.917
18,60,10,"bid",13,110.675,7.084
19,60,10,"bid",15,104.996,3.822
20,60,10,"bid",17,103.936,4.009
21,60,10,"bid",12,106.604,4.58
22,60,10,"bid",10,108.107,5.367
23,60,10,"bid",14,110.076,6.488
24,60,10,"bid",16,105.787,3.84
25,60,10,"bid",14,108.583,3.673
26,60,10,"bid",12,105.204,3.133
27,60,10,"bid",18,110.136,6.378
28,60,10,"bid",14,109.957,3.98
29,60,10,"bid",11,107.501,3.823
30,60,10,"bid",12,110.25,9.025
31,60,10,"bid",11,110.257,5.734
32,60,10,"bid",21,105.944,4.889
33,60,10,"bid",19,108.28,9.746
34,60,10,"bid",14,111.194,7.789
35,60,10,"bid",19,107.482,4.709
36,60,10,"bid",15,111.44,11.275
37,60,10,"bid",17,112.848,10.445
38,60,10,"bid",19,111.727,9.443
39,60,10,"bid",23,110.38,8.737
40,60,10,"bid",10,111.508,6.241
41,60,10,"bid",16,112.422,11.342
42,60,10,"bid",22,112.407,9.812
43,60,10,"bid",12,112.877,16.216
44,60,10,"bid",14,109.594,7.968
45,60,10,"bid",17,103.509,2.865
46,60,10,"bid",17,110.086,7.634
47,60,10,"bid",20,109.781,6.814
48,60,10,"bid",18,109.171,5.498
49,60,10,"bid",14,105.227,3.331
50,60,10,"bid",11,105.744,6.745
51,60,10,"bid",18,105.277,4.52
52,60,10,"bid",16,111.293,7.659
53,60,10,"bid",4,110.365,6.201
54,60,10,"bid",16,111.559,6.533
55,60,10,"bid",15,104.44,3.053
56,60,10,"bid",15,108.514,8.435
57,60,10,"bid",13,110.188,11.749
58,60,10,"bid",11,106.91,9.419
59,60,10,"bid",8,103.248,2.189
60,60,10,"bid",11,101.084,2.237
61,60,10,"bid",18,107.531,7.056
62,60,10,"bid",9,106.813,3.24
63,60,10,"bid",25,109.977,7.826
64,60,10,"bid",13,111.24,6.037
65,60,10,"bid",10,111.403,5.394
66,60,10,"bid",19,108.309,7.499
67,60,10,"bid",14,108.176,10.626
68,60,10,"bid",13,110.137,7.061
69,60,10,"bid",11,108.08,4.497
70,60,10,"bid",14,112.552,10.805
71,60,10,"bid",11,109.958,8.218
72,60,10,"bid",11,105.423,2.465
73,60,10,"bid",8,111.105,8.687
74,60,10,"bid",20,113.189,8.648
75,60,10,"bid",9,109.228,5.543
76,60,10,"bid",14,108.693,7.782
77,60,10,"bid",15,106.187,4.732
78,60,10,"bid",5,104.564,3.7
79,60,10,"bid",18,115.145,11.828
80,60,10,"bid",7,107.247,4.838
81,60,10,"bid",9,113.173,12.166
82,60,10,"bid",11,105.795,5.418
83,60,10,"bid",10,105.363,3.647
84,60,10,"bid",14,113.759,6.818
85,60,10,"bid",18,107.976,9.485
86,60,10,"bid",1,103.011,0
87,60,10,"bid",12,107.428,5.714
88,60,10,"bid",16,106.874,5.925
89,60,10,"bid",13,101.031,1.576
90,60,10,"bid",13,108.567,8.029
91,60,10,"bid",14,108.763,8.827
92,60,10,"bid",18,107.589,7.179
93,60,10,"bid",16,107.477,10.003
94,60,10,"bid",7,110.64,6.267
95,60,10,"bid",14,105.636,2.623
96,60,10,"bid",18,108.406,5.485
97,60,10,"bid",13,104.132,2.683
98,60,10,"bid",14,106.575,5.956
99,60,10,"bid",9,102.266,4.635
100,60,10,"bid",15,108.611,7.685
101,60,10,"bid",12,108.214,7.917
102,60,10,"bid",13,116.718,8.562
103,60,10,"bid",23,106.824,3.734
104,60,10,"bid",12,109.915,4.232
105,60,10,"bid",18,111.106,7.698
106,60,10,"bid",19,106.858,4.037
107,60,10,"bid",13,103.875,0.941
108,60,10,"bid",16,110.066,6.058
109,60,10,"bid",12,101.686,1.987
110,60,10,"bid",13,105.475,5.797
111,60,10,"bid",19,103.694,2.557
112,60,10,"bid",16,102.881,3.46
113,60,10,"bid",14,111.376,11.646
114,60,10,"bid",18,108.019,5.235
115,60,10,"bid",20,110.206,7.121
116,60,10,"bid",22,107.331,6.146
117,60,10,"bid",18,108.187,5.187
118,60,10,"bid",19,109.678,7.318
119,60,10,"bid",8,104.696,3.156
120,60,10,"bid",16,106.743,3.911
121,60,10,"bid",11,106.757,5.736
122,60,10,"bid",15,112.424,6.754
123,60,10,"bid",16,104.714,4.475
124,60,10,"bid",16,103.964,3.413
125,60,10,"bid",11,109.717,7.401
126,60,10,"bid",12,112.792,10.094
127,60,10,"bid",19,112.405,10.296
128,60,10,"bid",11,104.219,3.564
129,60,10,"bid",6,104.8,4.543
130,60,10,"bid",15,114.524,13.899
131,60,10,"bid",13,109.868,9.262
132,60,10,"bid",13,113.712,9.78
133,60,10,"bid",13,111.099,12.47
134,60,10,"bid",7,102.645,0.643
135,60,10,"bid",11,105.984,5.149
136,60,10,"bid",12,106.842,5.841
137,60,10,"bid",12,109.031,4.488
138,60,10,"bid",3,105.446,0
139,60,10,"bid",12,104.284,2.332
140,60,10,"bid",7,114.821,5.776
