"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",7,119.226,19.847
4,60,10,"bid",7,102.712,3.702
5,60,10,"bid",4,109.51,9.318
6,60,10,"bid",8,108.165,8.482
7,60,10,"bid",0,0,0
8,60,10,"bid",7,104.723,3.455
9,60,10,"bid",13,114.904,14.104
10,60,10,"bid",5,104.11,3.337
11,60,10,"bid",7,125.658,20.1
12,60,10,"bid",3,102.421,0
13,60,10,"bid",4,114.972,12.112
14,60,10,"bid",6,106.795,4.25
15,60,10,"bid",10,105.352,5.169
16,60,10,"bid",3,100.271,0
17,60,10,"bid",6,102.758,2.487
18,60,10,"bid",7,102.514,1.25
19,60,10,"bid",4,101.05,3.408
20,60,10,"bid",6,109.384,2.252
21,60,10,"bid",9,114.926,10.686
22,60,10,"bid",6,124.948,13.371
23,60,10,"bid",13,114.705,15.887
24,60,10,"bid",0,0,0
25,60,10,"bid",2,104.447,2.049
26,60,10,"bid",3,104.239,0
27,60,10,"bid",7,113.988,9.547
28,60,10,"bid",6,112.783,0.747
29,60,10,"bid",11,104.989,1.92
30,60,10,"bid",4,104.385,1.692
31,60,10,"bid",10,114.497,9.283
32,60,10,"bid",4,111.76,3.193
33,60,10,"bid",12,112.26,7.507
34,60,10,"bid",12,110.05,4.645
35,60,10,"bid",9,108.96,7.561
36,60,10,"bid",19,109.735,7.998
37,60,10,"bid",18,110.189,3.358
38,60,10,"bid",21,111.185,6.092
39,60,10,"bid",18,114.342,14.978
40,60,10,"bid",12,108.428,9.485
41,60,10,"bid",14,106.666,3.632
42,60,10,"bid",21,111.705,8.603
43,60,10,"bid",17,108.938,6.115
44,60,10,"bid",15,105.419,9.26
45,60,10,"bid",16,108.952,11.351
46,60,10,"bid",24,112.192,13.005
47,60,10,"bid",20,104.827,5.216
48,60,10,"bid",15,110.589,8.688
49,60,10,"bid",8,107.575,6.09
50,60,10,"bid",15,110.353,6.894
51,60,10,"bid",17,105.052,4.519
52,60,10,"bid",19,108.865,8.544
53,60,10,"bid",18,102.801,2.929
54,60,10,"bid",13,111.352,8.226
55,60,10,"bid",11,107.672,4.303
56,60,10,"bid",9,109.116,3.117
