"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",6,117.126,4.773
3,60,10,"bid",15,123.738,21.329
4,60,10,"bid",17,119.759,24.242
5,60,10,"bid",14,146.763,45.661
6,60,10,"bid",12,133.058,23.845
7,60,10,"bid",13,160.322,74.729
8,60,10,"bid",14,116.298,17.114
9,60,10,"bid",13,125.713,21.782
10,60,10,"bid",16,117.233,16.213
11,60,10,"bid",16,131.188,39.416
12,60,10,"bid",9,109.708,10.682
13,60,10,"bid",20,124.629,35.632
14,60,10,"bid",14,114.403,13.998
15,60,10,"bid",22,128.861,37.671
16,60,10,"bid",6,125.742,32.158
17,60,10,"bid",15,126.523,25.745
18,60,10,"bid",18,112.376,5.13
19,60,10,"bid",3,178.387,9.23
20,60,10,"bid",12,136.888,56.052
21,60,10,"bid",14,131.39,39.919
22,60,10,"bid",20,127.417,22.83
23,60,10,"bid",13,109.511,4.259
24,60,10,"bid",12,116.112,26.336
25,60,10,"bid",20,114.188,15.86
26,60,10,"bid",12,119.635,16.341
27,60,10,"bid",14,123.643,33.342
28,60,10,"bid",8,104.675,3.767
29,60,10,"bid",17,132.4,45.941
30,60,10,"bid",15,134.34,37.073
31,60,10,"bid",19,105.407,5.1
32,60,10,"bid",7,111.908,13.093
33,60,10,"bid",8,117.48,22.847
34,60,10,"bid",14,113.977,15.215
35,60,10,"bid",17,117.585,14.832
36,60,10,"bid",11,112.034,15.427
37,60,10,"bid",11,109.889,18.362
38,60,10,"bid",12,117.409,23.211
39,60,10,"bid",16,115.936,16.188
40,60,10,"bid",21,126.474,18.798
41,60,10,"bid",14,126.542,26.9
42,60,10,"bid",7,109.59,6.602
43,60,10,"bid",13,105.99,3.386
44,60,10,"bid",11,114.585,10.169
45,60,10,"bid",14,115.11,13.471
46,60,10,"bid",26,132.718,33.935
47,60,10,"bid",17,121.828,19.281
48,60,10,"bid",9,153.02,51.609
49,60,10,"bid",21,137.204,30.845
50,60,10,"bid",20,130.088,35.518
51,60,10,"bid",12,112.761,16.912
52,60,10,"bid",11,111.251,9.106
53,60,10,"bid",17,107.843,6.703
54,60,10,"bid",12,102.013,0.976
55,60,10,"bid",14,125.142,31.409
56,60,10,"bid",14,128.733,26.657
57,60,10,"bid",16,127.113,21.043
58,60,10,"bid",14,103.188,1.244
59,60,10,"bid",15,110.383,13.281
60,60,10,"bid",9,105.497,3.233
61,60,10,"bid",28,131.317,30.884
62,60,10,"bid",12,106.903,2.916
63,60,10,"bid",18,104.97,5.72
64,60,10,"bid",15,109.545,9.858
65,60,10,"bid",12,119.308,18.672
66,60,10,"bid",10,118.582,19.389
67,60,10,"bid",17,106.842,7.281
68,60,10,"bid",16,147.434,39.135
69,60,10,"bid",17,129.267,29.116
70,60,10,"bid",12,128.167,33.536
71,60,10,"bid",12,136.809,55.371
72,60,10,"bid",15,115.625,14.441
73,60,10,"bid",10,131.576,24.006
74,60,10,"bid",16,108.837,6.792
75,60,10,"bid",18,114.508,12.259
76,60,10,"bid",25,122.336,19.386
77,60,10,"bid",17,124.571,25.504
78,60,10,"bid",21,127.738,29.706
79,60,10,"bid",21,116.907,10.177
80,60,10,"bid",19,120.777,20.712
81,60,10,"bid",18,120.565,19.879
82,60,10,"bid",9,139.853,54.601
83,60,10,"bid",18,118.159,23.515
84,60,10,"bid",15,118.092,17.516
85,60,10,"bid",10,105.788,6.867
86,60,10,"bid",18,113.785,16.365
87,60,10,"bid",23,120.434,16.304
88,60,10,"bid",9,123.188,13.152
89,60,10,"bid",18,118.407,16.354
90,60,10,"bid",15,120.265,11.594
91,60,10,"bid",8,104.423,2.624
92,60,10,"bid",12,108.336,9.002
93,60,10,"bid",26,123.083,21.95
