"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",3,103.472,1.961
4,60,10,"bid",4,164.15,34.607
5,60,10,"bid",3,116.851,3.423
6,60,10,"bid",11,121.065,9.228
7,60,10,"bid",3,107.042,0.215
8,60,10,"bid",15,118.714,15.856
9,60,10,"bid",10,121.051,6.146
10,60,10,"bid",0,0,0
11,60,10,"bid",7,110.904,4.248
12,60,10,"bid",6,153.126,50.713
13,60,10,"bid",10,132.019,40.041
14,60,10,"bid",15,120.018,20.301
15,60,10,"bid",7,109.49,9.913
16,60,10,"bid",3,109.192,2.357
17,60,10,"bid",10,113.666,9.549
18,60,10,"bid",16,116.295,13.062
19,60,10,"bid",9,115.017,15.345
20,60,10,"bid",17,119.517,23.135
21,60,10,"bid",10,108.483,6.003
22,60,10,"bid",9,106.087,5.221
23,60,10,"bid",5,113.007,17.163
24,60,10,"bid",7,118.213,12.691
25,60,10,"bid",13,108.712,9.979
26,60,10,"bid",15,114.236,11.881
27,60,10,"bid",6,129.505,23.045
28,60,10,"bid",9,110.193,8.983
29,60,10,"bid",13,113.177,11
30,60,10,"bid",11,111.666,8.812
31,60,10,"bid",9,105.57,4.042
32,60,10,"bid",11,111.872,11.633
33,60,10,"bid",9,116.19,18.114
34,60,10,"bid",9,104.031,3.418
35,60,10,"bid",12,105.809,2.928
36,60,10,"bid",16,115.398,9.083
37,60,10,"bid",3,131.733,7.274
38,60,10,"bid",11,109.337,12.091
39,60,10,"bid",6,110.361,11.534
40,60,10,"bid",13,110.679,7.322
41,60,10,"bid",8,116.285,4.844
42,60,10,"bid",12,115.596,16.719
43,60,10,"bid",12,109.408,9.164
44,60,10,"bid",12,118.068,18.757
45,60,10,"bid",14,117.583,10.692
46,60,10,"bid",11,124.467,19.567
47,60,10,"bid",5,103.756,4.588
48,60,10,"bid",14,108.342,3.065
49,60,10,"bid",9,114.854,13.22
50,60,10,"bid",6,120.226,21.095
51,60,10,"bid",12,119.509,20.619
52,60,10,"bid",12,106.34,7.84
53,60,10,"bid",11,136.702,26.189
54,60,10,"bid",12,106.673,6.771
55,60,10,"bid",12,110.785,10.139
56,60,10,"bid",11,105.719,6.783
