"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",0,0,0
3,60,10,"bid",0,0,0
4,60,10,"bid",0,0,0
5,60,10,"bid",0,0,0
6,60,10,"bid",0,0,0
7,60,10,"bid",0,0,0
8,60,10,"bid",4,98.873,0.811
9,60,10,"bid",0,0,0
10,60,10,"bid",0,0,0
11,60,10,"bid",3,97.739,0
12,60,10,"bid",7,108.958,2.37
13,60,10,"bid",3,108.115,0
14,60,10,"bid",4,106.29,4.759
15,60,10,"bid",3,103.637,2.944
16,60,10,"bid",3,101.749,0
17,60,10,"bid",3,150.063,0
18,60,10,"bid",3,99.72,0.196
19,60,10,"bid",0,0,0
20,60,10,"bid",6,106.032,2.872
21,60,10,"bid",0,0,0
22,60,10,"bid",0,0,0
23,60,10,"bid",0,0,0
24,60,10,"bid",0,0,0
25,60,10,"bid",0,0,0
26,60,10,"bid",3,108.684,0
27,60,10,"bid",3,104.437,0.71
28,60,10,"bid",0,0,0
29,60,10,"bid",6,110.804,4.057
30,60,10,"bid",0,0,0
31,60,10,"bid",0,0,0
32,60,10,"bid",3,103.435,0
33,60,10,"bid",3,137.106,12.728
34,60,10,"bid",0,0,0
35,60,10,"bid",0,0,0
36,60,10,"bid",3,112.035,5.46
37,60,10,"bid",6,126.729,9.088
38,60,10,"bid",8,107.428,4.313
39,60,10,"bid",3,108.545,2.562
40,60,10,"bid",3,116.928,4.913
41,60,10,"bid",3,107.208,0
42,60,10,"bid",3,97.956,0
43,60,10,"bid",0,0,0
44,60,10,"bid",3,107.532,0
45,60,10,"bid",8,101.852,1.506
46,60,10,"bid",0,0,0
47,60,10,"bid",3,115.082,4.561
48,60,10,"bid",0,0,0
49,60,10,"bid",3,117.903,0
50,60,10,"bid",3,114.942,0
51,60,10,"bid",2,103.413,1.102
52,60,10,"bid",0,0,0
53,60,10,"bid",5,112.123,2.982
54,60,10,"bid",1,114.059,0
55,60,10,"bid",3,100.817,0.096
56,60,10,"bid",0,0,0
57,60,10,"bid",1,101.154,0
58,60,10,"bid",2,118.92,0
59,60,10,"bid",3,116.943,6.428
60,60,10,"bid",9,104.771,3.297
61,60,10,"bid",0,0,0
62,60,10,"bid",6,115.313,14.482
