"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",6,116.899,4.856
3,60,10,"bid",6,111.72,10.881
4,60,10,"bid",3,136.942,15.085
5,60,10,"bid",4,106.433,6.513
6,60,10,"bid",11,161.424,75.335
7,60,10,"bid",6,115.3,9.156
8,60,10,"bid",8,134.39,23.027
9,60,10,"bid",9,114.815,15.924
10,60,10,"bid",2,97.34,0
11,60,10,"bid",1,96.606,0
12,60,10,"bid",6,103.709,7.444
13,60,10,"bid",5,124.101,18.953
14,60,10,"bid",3,102.155,0
15,60,10,"bid",10,151.072,19.894
16,60,10,"bid",3,117.428,0
17,60,10,"bid",3,124.136,15.572
18,60,10,"bid",10,132.619,23.476
19,60,10,"bid",7,117.055,20.492
20,60,10,"bid",3,98.594,0
21,60,10,"bid",12,110.612,10.892
22,60,10,"bid",8,109.719,9.203
23,60,10,"bid",6,105.752,0
24,60,10,"bid",6,112.785,10.923
25,60,10,"bid",11,133.113,33.601
26,60,10,"bid",6,108.056,7.765
27,60,10,"bid",3,98.956,0.862
28,60,10,"bid",11,104.364,3.215
29,60,10,"bid",0,0,0
30,60,10,"bid",12,119.29,18.334
31,60,10,"bid",3,102.71,0
32,60,10,"bid",9,149.041,41.551
33,60,10,"bid",4,102.167,1.981
34,60,10,"bid",6,102.727,3.281
35,60,10,"bid",3,112.254,0
36,60,10,"bid",10,121.948,13.763
37,60,10,"bid",9,104.236,3.452
38,60,10,"bid",9,105.534,2.853
39,60,10,"bid",15,118.913,16.833
40,60,10,"bid",12,151.987,31.436
41,60,10,"bid",9,117.911,20.791
42,60,10,"bid",14,110.895,12.392
43,60,10,"bid",11,110.54,8.77
44,60,10,"bid",12,116.965,16.547
45,60,10,"bid",11,110.555,7.357
46,60,10,"bid",10,112.132,14.061
47,60,10,"bid",15,113.616,11.187
48,60,10,"bid",9,116.811,13.169
49,60,10,"bid",9,109.766,13.169
50,60,10,"bid",15,123.517,25.242
51,60,10,"bid",13,108.606,6.802
52,60,10,"bid",13,112.494,13.993
53,60,10,"bid",7,134.978,15.653
54,60,10,"bid",6,106.506,1.172
55,60,10,"bid",7,114.39,10.678
56,60,10,"bid",12,103.434,6.285
57,60,10,"bid",10,108.283,9.665
58,60,10,"bid",12,105.398,1.634
59,60,10,"bid",9,114.894,15.66
60,60,10,"bid",4,110.687,13.027
61,60,10,"bid",12,109.041,8.763
62,60,10,"bid",4,133.758,17.894
63,60,10,"bid",7,110.81,3.153
64,60,10,"bid",4,115.438,2.44
65,60,10,"bid",9,118.098,25.264
66,60,10,"bid",13,113.937,16.794
67,60,10,"bid",9,117.593,16.422
68,60,10,"bid",11,106.994,4.264
69,60,10,"bid",8,113.967,11.849
70,60,10,"bid",10,127.575,15.46
71,60,10,"bid",12,108.024,6.688
72,60,10,"bid",10,125.332,27.942
73,60,10,"bid",15,109.689,9.213
74,60,10,"bid",17,124.904,17.369
75,60,10,"bid",4,119.941,15.563
76,60,10,"bid",9,122.647,4.644
77,60,10,"bid",6,130.919,16.91
78,60,10,"bid",10,116.296,19.907
79,60,10,"bid",12,107.996,6.874
80,60,10,"bid",9,107.829,6.144
81,60,10,"bid",3,102.011,0
82,60,10,"bid",14,133.599,36.47
83,60,10,"bid",7,111.508,11.665
84,60,10,"bid",3,100.726,0
85,60,10,"bid",9,104.077,3.49
86,60,10,"bid",8,107.21,2.508
87,60,10,"bid",19,116.929,12.081
88,60,10,"bid",9,105.858,2.116
89,60,10,"bid",11,106.992,3.352
90,60,10,"bid",6,128.67,6.521
91,60,10,"bid",12,107.286,6.802
92,60,10,"bid",12,102.806,1.597
93,60,10,"bid",10,123.143,29.036
94,60,10,"bid",9,110.319,4.61
95,60,10,"bid",12,119.852,15.624
96,60,10,"bid",3,102.284,0
97,60,10,"bid",9,103.005,2.155
98,60,10,"bid",11,126.711,29.07
99,60,10,"bid",6,110.525,2.901
100,60,10,"bid",13,117.28,19.646
101,60,10,"bid",4,176.067,46.366
102,60,10,"bid",9,123.465,12.663
103,60,10,"bid",3,123.419,0.004
104,60,10,"bid",3,118.23,5.111
105,60,10,"bid",5,109.28,8.694
106,60,10,"bid",6,140.069,16.344
107,60,10,"bid",7,111.165,12.614
108,60,10,"bid",4,118.275,6.257
109,60,10,"bid",9,119.348,14.192
110,60,10,"bid",9,107.565,8.999
111,60,10,"bid",6,106.573,4.055
112,60,10,"bid",6,118.493,11.296
113,60,10,"bid",11,118.431,15.396
114,60,10,"bid",1,102.786,0
115,60,10,"bid",14,122.692,31.94
