"day","mean_draws","stdev_draws","shout","transactions","mean","stdev"
1,60,10,"bid",0,0,0
2,60,10,"bid",6,116.899,4.856
3,60,10,"bid",6,108.081,7.445
4,60,10,"bid",12,109.918,9.974
5,60,10,"bid",6,111.515,6.339
6,60,10,"bid",3,107.067,7.463
7,60,10,"bid",3,135.429,7.703
8,60,10,"bid",6,106.081,6.767
9,60,10,"bid",4,103.777,3.55
10,60,10,"bid",15,108.384,9.304
11,60,10,"bid",12,116.082,13.842
12,60,10,"bid",6,104.073,3.414
13,60,10,"bid",6,130.224,30.765
14,60,10,"bid",12,121.535,31.94
15,60,10,"bid",14,105.437,4.665
16,60,10,"bid",21,113.928,14.074
17,60,10,"bid",11,107.45,5.682
18,60,10,"bid",3,137.737,2.126
19,60,10,"bid",16,122.315,24.463
20,60,10,"bid",13,106.161,3.924
21,60,10,"bid",13,115.866,10.141
22,60,10,"bid",6,105.306,3.163
23,60,10,"bid",4,103.494,0.08
24,60,10,"bid",6,102.565,0.975
25,60,10,"bid",8,118.976,10.784
26,60,10,"bid",10,105.666,6.441
27,60,10,"bid",14,115.401,15.582
28,60,10,"bid",6,110.877,5.556
29,60,10,"bid",9,124.038,25.929
30,60,10,"bid",8,106.302,5.521
31,60,10,"bid",10,106.027,4.006
32,60,10,"bid",6,105.959,4.92
33,60,10,"bid",7,101.255,0.792
34,60,10,"bid",10,113.078,5.525
35,60,10,"bid",11,110.388,9.353
36,60,10,"bid",19,119.344,14.749
37,60,10,"bid",7,120.231,14.672
38,60,10,"bid",14,122.449,16.445
39,60,10,"bid",8,128.186,12.693
40,60,10,"bid",9,116.628,11.508
41,60,10,"bid",11,116.389,17.347
42,60,10,"bid",3,125.117,2.672
43,60,10,"bid",3,104.621,0
44,60,10,"bid",6,112.347,8.79
45,60,10,"bid",14,116.212,12.687
46,60,10,"bid",0,0,0
47,60,10,"bid",5,112.644,19.235
48,60,10,"bid",9,103.829,5.346
49,60,10,"bid",3,124.984,8.724
50,60,10,"bid",8,109.672,7.781
51,60,10,"bid",3,118.269,0
52,60,10,"bid",11,112.473,8.261
53,60,10,"bid",10,106.287,15.086
54,60,10,"bid",9,104.745,3.698
55,60,10,"bid",13,106.227,3.47
56,60,10,"bid",9,123.961,21.551
57,60,10,"bid",9,102.476,3.386
58,60,10,"bid",6,101.163,0.224
59,60,10,"bid",6,106.523,12.494
60,60,10,"bid",7,109.808,9.598
61,60,10,"bid",12,109.692,9.32
62,60,10,"bid",9,105.732,3.508
63,60,10,"bid",3,112.623,2.44
64,60,10,"bid",14,105.411,3.208
65,60,10,"bid",4,104.083,5.134
66,60,10,"bid",7,124.275,9.074
67,60,10,"bid",17,110.02,5.947
68,60,10,"bid",16,109.137,5.243
69,60,10,"bid",10,105.498,6.744
70,60,10,"bid",10,109.753,7.221
71,60,10,"bid",7,111.132,10.598
72,60,10,"bid",18,110.002,8.869
73,60,10,"bid",13,110.835,9.089
74,60,10,"bid",15,112.596,9.694
75,60,10,"bid",15,113.943,13.88
76,60,10,"bid",7,103.68,2.024
77,60,10,"bid",11,112.868,9.649
78,60,10,"bid",12,119.437,17.072
79,60,10,"bid",12,113.329,11.496
80,60,10,"bid",15,108.387,6.871
81,60,10,"bid",15,121.313,16.998
82,60,10,"bid",20,112.252,12.683
83,60,10,"bid",17,118.828,12.171
84,60,10,"bid",7,108.427,2.414
85,60,10,"bid",8,108.202,4.873
86,60,10,"bid",9,104.797,2.128
87,60,10,"bid",6,112.391,9.861
88,60,10,"bid",2,110.324,2.12
89,60,10,"bid",10,114.225,9.882
90,60,10,"bid",9,106.071,1.462
91,60,10,"bid",5,103.735,1.488
92,60,10,"bid",7,102.459,1.799
93,60,10,"bid",3,110.653,0
94,60,10,"bid",16,109.874,9.009
95,60,10,"bid",11,104.808,5.71
96,60,10,"bid",9,108.545,5.747
97,60,10,"bid",13,103.265,3.754
98,60,10,"bid",12,111.115,10.163
99,60,10,"bid",16,105.668,2.599
100,60,10,"bid",9,107.916,10.599
101,60,10,"bid",6,105.542,4.825
102,60,10,"bid",11,112.374,8.201
103,60,10,"bid",3,139.555,0
104,60,10,"bid",5,104.95,2.657
105,60,10,"bid",11,107.11,4.958
106,60,10,"bid",8,102.97,1.577
107,60,10,"bid",3,100.379,1.01
108,60,10,"bid",6,105.866,3.483
109,60,10,"bid",6,105.046,1.378
110,60,10,"bid",10,105.61,3.463
111,60,10,"bid",14,109.041,5.284
112,60,10,"bid",8,103.249,1.79
113,60,10,"bid",12,112.78,10.979
114,60,10,"bid",10,111.035,12.273
